Row,z_1,z_2
.....9..6..5.17..83...8.27.6.3.9.....8...2.4..2..359.181.4..6.7.9..283..4.7.618.5,-7.16589386575126,-10.4769870286836
..6..3......9.81..48.521....9.....13..53...6.7...842..1.4.9...5.29..687...345.6..,-7.21975482487011,-10.1173779420283
....46..5.15....26..2..83..86..1.297.....7431...3...6.9.4.......2.78..1..315.9.8.,-7.00583624536322,-9.85298763466072
...67....56..3...774.5.21..1.2...9.39..1...45.34.8..........89..754...36.912.8.7.,-7.02590664519097,-9.45954491391461
..3..6...45....8.....1..46.....4.92.89...7.....7......5..6...9.96.7.4.8.....915..,0.149211009474782,-2.52508047933039
12..8..59..6.7.........3..48..2.75....5..4.....4....23......8716.8......5...3..9.,-4.24973195592673,-2.55883015472792
..35...6...62....8...1......9..7...5........1.4..3..7..1.....425..84....9.....8.7,-1.40153701313322,0.885559890108974
1...5..8.........1...23.5.4.3.6.....9.2....1.5...42..7.......3.298...4....48...7.,-1.37390827841279,0.0465637933215057
.2....4.9..69...27.8....61....6.......1..257....4....8.345.7....18.6....67..8.2..,-3.02030909708615,-4.75088508338303
..3.6..9.4...89..2....1.....32.7.169...8.3..7.4......8.68....7.2..14...6.........,-1.31620737015805,-0.878830455158731
.....67........12..8..3....8.5.7....2.....6..3....2.54.1.3.....9.784..1..4.....3.,-1.8195966151106,-0.521158253806436
..3...7....6.8..92.8......3..4.6....5.21..36.8..4.....2.....97....2.75....8.5..2.,-1.52664533077523,-1.31625800435892
12.........68.......942.......7...91..7..1.468.4....3...8.34.6.9.1..........6...2,-2.43662405981326,-1.97239670069048
...56...44...9..1...9.....5...2...5783.7..2...1.....4.....3...6.68........2..1..9,-2.16910545683752,1.06175595761772
1....5.9..56.7.8...8...3..48.....3.....487.....5...........29...1.5......971.4..6,-1.56103586006097,-0.738241697535994
........84..289.....9...4...6.4...13.1....7..5.86.7....4.7..63......6.5....1...47,-1.84872416213686,-1.98362947053609
12.96....4.......9...23.41.5...2..........7.4.9.5.7.....57.61.3....526.....1..8..,-2.52021946198185,-3.41050388585324
.2...4.894.......2.89.23..1.....5.7.2.71.....51.....2.86...........1...3...9.86..,-0.607313075439791,0.142542700008562
.2...4....5.....39..9...1..2..49.7.........8..783....29....3..7.17.8.9.4...5....3,-1.61940374215266,-1.96981031217326
.....6....5....7......421.6.9....2..3....8.9...2..1...9....7.68........1.1.59....,0.983178663312308,4.01726302176587
12........5.9.3.....9....64....97....713...5.6..41..3......6...3..18..47.18.....3,-2.31588306301895,-2.55582398139996
.2394..7.....7.2....96....45.......7.7.1693.....5.....96...4...3.....8...4.7189..,-3.10686179867225,-5.1273553283398
1.3.5..8.......2...8..3...586...7...2....98....428..673....4.....297.....4.6..9.1,-4.81238893050486,-4.22586008770168
......5.8...8.1..3..9....6..176..2..5...1.6..86.....4.24.....3.....9......8..7.52,-1.20385440708698,-0.396121246537778
....8.7..4..9...1......1.6.267.9...4..4....8.....7.2..3.586..........8..91.732...,-2.29775859587586,-2.29950867769294
12...9...4.68...9.7.......5..16...292..1.48...3.............5.3.....5.....73..648,-1.6872022880311,-1.61014543881137
.2..7.9...56..8.3...........91.................51.24..6....97...378...6....6..294,-2.87217001809888,0.700389509018664
1.34...........29.7.9........53..1......4.8..831.9..27.12......5...28......16.5..,-1.86362774483602,-1.40644586772224
...69..........91..8......2..1.7....8..9..27...24316..3......8..9..8....24...73.6,-2.23743785231312,-1.31721653808387
..3.4..89...8.....7....25.....1.......25..94....62..7..38.76.2..1....3..6....1...,-1.62568989333353,-0.58473470792273
....6.57..56.7......9..2........1..28....37..3...5..1...84......1...726.2..6...3.,0.0176874329937805,-1.9318711874721
....5.4.9.....12.....2.......7.2...656.1.....81...5.....8..9.6..3..74.92..1.3..4.,-1.82376513921485,-1.27522098581421
.2...4.9.45.91...87...2.4...........5.168.....9.37..219..4.81.5.......8.........2,-2.38207489087843,-3.00413151085805
......8..4.6..7.......13....3..4..6.......73497....28...5..4.2..9.53....8..96..7.,-3.51986564407788,-1.95947275790749
12..9..47.....2....8.1.3........7.94.9..5....2.8...1...6.5.9..........5..7..68.3.,-1.190098044073,-0.806302160616641
..396...8......3..7.9..5....97..12......7....2.....45.........5..4.5...661...782.,-3.04375187046679,0.0751200786387659
.2...7.954....3..1.8.5.2.....72......9....6...15....8......6..3.3.8...4.....5.7..,-0.556272665417136,1.54964043576679
......6.......1...7.9.....5..74.3..9..1.5...2..2.8.....1.534.9.2......4.3....6.8.,-0.477386180928114,1.93994764263917
.2....4.8....81......24..........6..56...87..931.6..423..6.92.7.......9.8.....31.,-1.54311055769111,-0.574000445763911
1..8..5.7....97......2...16..4..8.6.5.7.42..3.6.73.....45........8....31...3...5.,-2.36398063212368,-3.02242006027029
..3..47....6....38..9..3.2..672...8.8...3.572.....8...57....6.1...1.....9...6.2.7,-2.74470647871474,-4.10218379727108
.....56.845..............142.1.98.3...73.6.......71.963......87..2...1..9.8...3..,-4.5091602802848,-3.89560325718926
12......8..6.7......9..215.....19.36.6.......3..42....6..7..4...45........729...3,-2.25586578438455,-2.28074462992529
....76.5....2.9....8...14.....9.4..28..3...........64..3...52..9.7...8....5....61,-1.05210097534375,0.742071088468158
.2..759........1....913...6..45.7.8..7....42...83....13..4..7...........815......,-1.41891083761788,-1.88199220715384
1.39....8..6......7..4...16...3.91......1.6.....5.8.43..56..7....7....3.8.....9.4,-3.55216704639802,-2.30042867034645
.23....78.....1.2.......4.5....3.....9..178....852...9...4...9...5.......42..37..,-2.34963743523115,-0.902951950279212
....9.8....6.7.....89.1...4.4.......39..8...6...7.3..1..8..57..2.5.....86..1.....,-0.639613639735473,1.23955782097825
.234.6.5.4.6.....1..9.5..6.........4.4.79...........7....8.95......1...7.72....83,-1.09923718734084,0.17766338629727
...6...8.4...7...97..1.2.....7.....86...8...3.......7437..916....8.6.....6.53..4.,-1.31580971826554,-0.450627064865816
12..5...9..6...1..78...3...9..64..1..6..15......3...2487..9.2.....8.....6.5....4.,-4.22497542176354,-2.89641438100631
....4..7.4.6..7.92.89.2.5...6....2.19.21...4......283..1..3.........9.....87.....,-1.80111299090405,-1.17652327622781
....7695....829...........4...2......9..4...18...93.6...81..73.6.5....12..1..2.4.,-4.53152795376532,-2.88406141181533
1.....95.4..9.8....8......2.....4...34.7.2..6.9.1.......5..1.64........36...37.2.,-1.06002373925747,0.135942777187896
..3..59..4..9....7.8.1..6.........6.....3.29.971...5..3..42.17.....1.......39...2,-0.959212208295826,-0.616885859502496
..3..97....6..89...8....3.4.3.........13.2.98897.1.........7..16....5.....2.6..4.,-1.53349042955149,-0.956882039563362
1......6..5.782....8...14.2...2..71...........7...9.4.9..1..3..3....5.7..42.3.9..,-2.17389966476827,-1.58174316797854
..3.5..8..5...9..37....3.4.8417......3...4.6.5..........8.....7...6.74.....5..621,-2.72498974825608,-0.836719722689406
1..5...6.4..8.9........14.2.6..4579.5...3...4......6........8.9.4.71.3..8.7..6...,-2.51463609238683,-3.12377843914508
.2..6....4...8.1.27..1...5..3..169...7...4..........18.....3.2..47.5...9..54..3..,0.260042628816653,-2.78224294410242
...6.5.........19.78..3...............59...7..34.5...13.7.....26...2...5.9...1784,-3.59734019194113,-0.431309905399586
..3...9.......7.1.78...........95..1..52..6.9...8..7..5.2.8..6..6....4.3..164....,-1.0766681141236,-0.0413499504882528
1..4..7.9.5.......7...32.6..3.5..8.1...2.8........1..6..87..3.45..........2.9.1..,-1.22535275100105,-0.979367595632567
.234.7..6....3..2.....614.......8..4.9.1........3..5.2..46.5....72....819........,-1.37958087747882,-1.35269561200448
..3..5......2.....7894...2..1..6.2.8........1862.3.5.4...3.4....759...1..4..2....,-2.68421334018426,-2.69396306555282
........7..6...9.3.8..3.42.8...43.....4.5....9..12..8..4....5.1..7......5.24.7..9,-2.07144480414209,-2.55930987092013
..3..8..4.5673........1.........3....4..5.619..2.....79...8.2..2.5....9.618...5..,-3.84035153593111,-2.32611017779051
..34..7.9.5.....3.....5.64...42.8....9.3..5...7.......6.....1...1.....7..376...98,-3.52332773589244,-0.568501037974702
...5...94..6...271...1.......5...7..81.2793..2......1.5.8..1..93.........7...84..,-3.44882630631657,-1.05714796449999
1.35.......6..3....89..4..5..17.9....4.182...8.......2.1....6.856.3...1.......2..,-1.98045864801434,-1.61830949730466
.....459....71......9.2..16..4....29892........1..5...63....9.....4..8.5....8....,0.407255334782284,-0.663544312631024
12..9..6745.........9..6.4...7.534.9...6....1.3.......87.4..1....5.3.......8..7..,-2.60237957607799,-2.35429942015869
......89445.........91.23.....7..1.6.31.26.....8.......1...5.......1965.86.2.....,-1.33830770387658,-1.83325912512422
..34.97....6.......8....4.5.....21...9...5..22...61.5.9.4....1..1.6.4.7..32.....8,-1.99870204349482,-2.48517018928872
......5.84..1..3....9.5...48...3.......5.16..63..2...79..2...1.....9.8.2.4...8...,-0.622194621226694,0.45837871796369
...5.897.4...3....7....4.65..........6.24...33.....812....9...7..8...5...1..854..,-2.40046810743893,-2.59487061137334
...4..7.9.5..97.......3.42..6.7..5..2....39.8.3..2....8.....2..34..658..6.1......,-4.77281210483145,-3.66720874112597
....7.9........13.7....342.9.87...4.....54.8.51....3....5.4..6...269.8..6...2....,-2.11629678079651,-2.20093764298495
12.8.....4.67....27....34..........3..7.5.14.....67.5....5.18..8..9....1.1.....29,-1.75758650242824,-2.34831180053653
...68..49.5.92......9...2..6.7.4...8...7.1..6........38..29......2..4.1...5......,-0.0715354112523852,3.00423050646463
12.4...5...672..3............4............82381...56..2..5..9.....8...4.9.531...6,-2.153449505771,-1.38677779346939
.2.....9.....7......9..6..5.....3..8.1......98.765...4...1...5..915....267.4...3.,-2.59389089581995,-0.314977806365662
1.......9.....213....5....4.9..2...7.4........3.84...6..5...8...6..79..39..3...7.,-1.17780147816292,0.332952401386055
..3.7...8...2.931..8...1..62.....1....1.3....634..8..29.2....4......48.1...9.....,-0.723156557550598,-3.57857017491167
..3.759..4...29....8....6...6.14...59.....38.......1.4.7.........5..4.3.....9..67,0.43596310654157,-1.43038864672577
.23.5....4...7.1...8.6..3...7.....612..........5.14..73......426...428.......7...,-2.32406327606534,-1.78731913664164
.....6789..68.91.2...13..5.......895.4.......897.....39.2..3....1.......6....8...,0.24542361529495,-2.18209615525735
.23.4..8....8...9.7..12.......7...6.........156.....2...4..6..7..598.6.....4...3.,-2.33933799548051,1.61165154037866
......4..4..91..737..2.......7...8..83.67.1...94....6...1..2.46..2..5..8.6..9...2,-2.91766447355617,-4.66697555419547
1...9.....568.2......5......4.3..29....24...3..7.....63....8..287...34.5...6....8,-1.59650792514358,-1.01201463556413
..3..9..44.....1...8.24...58...5..2...7....695...93..7.7.38...1......94.6.5......,-2.75383402824114,-3.00511672728661
....8...9456...........12......6.42.8..3.......7.9.5.1.9...8..7..82...4.64..5....,-1.34489402240034,-0.859222802608864
1..8..49..5...18..7......15...6........4.53...9..23...8.5...7...31....2...23...4.,-1.71973824654507,-1.95639842842226
1..........63...71....2..3...4.3..27..1.5.9..6.528.4...678.......8..2..65..4.....,-4.27023400246914,-2.31539641437588
....5.4..........37...231....19..5.6..43....8.7..48.2.....8.......5.7..45..2..73.,-2.9875832456063,-2.99654191462582
...9.5..84.681...97..........16...5....7.....89.....6131...2.4.........2.6....7..,-3.02856980295842,0.359594298615467
.2.6.5..8.5.9...7.7......5....2....4...4.3.8...17..6...7...1..9..4...3...1...24..,-0.90417456121293,-0.97338212386702
.23..4....5..192..7.....4..2..5...78..76.....8.....3.5.1..7...26...321...4.1.....,-3.03747458506637,-4.52091234357605
1.....78....3...9...9...5.3.1..5.....64.7...9..2..61...7...4..63...2..1...57..8..,-2.03604194043803,-2.3165255950128
..3.6..........3..7893...6...2..147.5......18..4.5.29....843...63...97.....2.....,-3.41298324701293,-4.52187478676886
......9....68.9.7.......245...6......3.2.7....7....58.9..3..8....57....6.1..5...3,-1.7914923832127,-0.797678493498813
.2..6..944.6....7.........559....3...74..1...6..7...8...54.87.......2.5.2..37...6,-2.32305684182431,-3.86648524122234
1.....89..5..8............427...8..3...74......4..35.8......6....2..594..972...3.,-1.94776230584594,-1.73926252304127
.2358.7...5..2.....8.61....8........26....3....1...8.2.4...15..9......7....7.923.,-3.68542286956348,-1.24592377797262
1.3.6.....5.1........5...46....89.54..7.........217...3...5..9..72..683.9..3..4..,-2.65653251888612,-2.45943272624241
.2....4.....7.132...9....1..3...56...7..6.........8.54......8....26...4...593..71,-2.52554622619005,-0.225872104184352
....5..964..3....7.89...5....1.7..5.3.2....8..9..143..974..1....1.....7......21..,-2.40132504364425,-4.24438647924975
.2....6......8......9..34512.5....6.9..5.8..3.3..1..9...........1847......41...2.,-3.24574993904938,-1.35063343518975
...6...7....3.9.2...952.....6..53....9.4..5...4...6317..5..7..32......9....19....,-4.3956424830797,-2.42903268244921
.......784.618......93.2..4.3.47....6...5......7.....53..51..9.......2.69....6.8.,-4.34350027102225,-3.24190571704792
.23..67..4..7.............6.3..4.8.5.1...7.2..9.......2.....36..6821..7.....842..,-1.67752056975249,-0.821059037571775
1..6.....45....3.....13..5239....8.5.1..2..7...7........8.6...1...2.3..7..54.8...,-1.47019037044377,-0.299902268380081
......78..56...9....912....2.1....3......4..8..4.3.6..3.5....6.....9.4.....7.68..,-3.05716794969976,1.26505941725445
12.6......5.8.....7....1.2.8....34........875.......1...57.......4.9..6.3.821....,-0.982028206037992,0.738905718715993
....94..7..62........6.12..3.2......5....948...4..7.9..7..1..46.......3.93..6....,-2.34013704258472,-2.15965661739983
1.38..4.......9....8..34..58.5.........16..7.9...8....34......1..7..15..5...4.7.9,-1.29783776993456,-0.26676766736622
.....8.7..56.9....7.....4...1.54..282..18..5..3.........1.3.5...9...2.4....7...9.,-0.11284738402761,1.00835102823063
1.34..7..45.........91..........4...3.5.....18..6..9..9.281..6.....7..9..18..5..2,-2.56273372233058,-3.46956956581337
...58.7........31...9....5..61.9.4.3...3...96..4.2.....128..........2...54....68.,-1.72307691156868,-0.439324655725097
1....6.5.4.6...7..7.9...4.26..5.2.8..9.....3..1.7..5.9..8..1...........4...2..8..,-1.0663003528979,-1.21824353978118
...74.6...5.............1.56...8.9..2.853....59...6.1.8...2..........7...42.97..8,-3.00591529477464,0.0869086116776527
.2.86...7.........7..3....45.4..291...2..6.....15...8.6...7....93..5.6.2.........,-1.67167141191617,0.0350918849446836
.2...97.5.5..8.....8...1.6.5749........4....69...3...2..8....5.........1..73...98,-1.52565664108167,-0.172294590377769
12.647...4....9......5.1.3...4..2.5.2...1678...1...4..3.8....2..9........4.28....,-3.76214456385238,-1.85469523579363
....9.84.45......97.9...6.......2798.....63..2.47..5..5..4.3........1....71.8....,-1.87107093582772,-1.66387706363114
.....47.9.56..2....89........1..5.93..4....8......65...1.9.8..2....3.1.....42....,-0.866780636145447,0.41434204062027
.23......4.67...2..8...4.....76...45.......8..45...7....4.6.5..5...3..9.9.....3.4,0.397375500461451,-1.30564425568369
1..8......56.7.2....9....5..18.5..7.2..98......4..3.6.....2...6.7..9..31.4..3....,-3.51032171406533,-0.187252709930567
..357...........31....1...4....582..83.9.....2.76....95...3..9.3912.54...4.7.....,-2.4061435534449,-3.35593396937474
.2...6.89..69......8..3....3.42.....2....1....68....14.4.....7....58.1....5.7.86.,-2.13032866827128,-2.40688284183694
123.5.........93.....4...515..6..87..6.3.....9....8.....79...6.6.5....4824...1...,-2.6172797071321,-3.91307271072524
1....8....56....8.7.....4...4.....613....17....1....28.....265.23.49.......3....9,-1.85667287996487,-1.2835750272047
..3...4.....9.1.3.7....4.61.....5.2...74.......432..9..9......3..58.79..6.....8..,-1.40915518741337,-0.515645796787789
.....5......2..1.878........6.4..39...7..6........345...236158.....5..63..5..2...,-2.10090068866986,-1.55618485442998
....64.7..5......37.95........4.2......3...5.2..85.76...1...2....82....56......34,-1.68362591409388,-0.505173528800295
..3.85.....67......8.4..6...31...8..9.......324.15.9....5..........9..6.....621.8,-1.76298588770834,-1.18292405371626
..3..........7...278..4......4.5..2....3..6.5.9..1...75..7.6...6.2...8...7...14..,-1.09206519090428,0.0821932572159798
.2.........6.723.1...13..5...2...7.4567...92..9......3....896...7..2....9......82,-4.11898509900172,-1.76765763967237
1..4....64.6..9........235......6.28.6..1.5....75.4.....4...28.83.......6....51..,-1.80167002284834,-1.52348656004877
1....5..9....2..8..8.43..2.....14..22.....6.7.....943.8.5...3..6..573.9..........,-2.48842508241397,-3.54500801294594
...8.....4..7...23...352.1.....7.3.19.....6...61............2...9563.7.8.7..2..6.,-3.66737102426914,-1.39543425845842
...685...4.62........34.......9.7..3..5...17.83......56..7...32.1..3......25...8.,-1.92443585261714,-1.31449864721692
1..64.....5.9..1.2...5.2..369...4..1.3....7.........692..4...9...1.5....36....5..,-0.125264814756718,-2.41531672651213
1....8..6.5..3..8..8....5..3927....5...8..1....4.9..2.2....1..9......43.9..2..7..,-1.68269077469505,-1.37590290023936
.2.....5...69....37..5...6.........48..3.95..2..1.53.75..7....6.4...8.3......18..,-2.1227799310293,-2.43099432666742
.2....4.....78..2.7.9...15...4...91.2.1.9..35....2.....18..3....4.........7..9.41,0.206523325322535,-2.25594809837279
12......94...8.1............6.....785.874.3......6.9.2..7.9.........8..78.25.1..6,-4.63840746749738,-2.52854047011667
..356.9..4.......2.8..........8..........2..73....912.64.157..8....8.7.1...9.4...,-2.73154163868059,0.589092995001429
1...689.44..39.8.2..................64...2739.9.736.853...7....87..2...6..5......,-5.05808951959187,-5.24842603672625
.23....8.4...7.....8.....56.35........43.5..22...8........318..9....76.5.6..4.2..,-2.78344015050123,-3.52694315341597
.2......9..6.81..2789...4...7..5.9.1..8...2.....42375.9..3..6..........5.4.6.....,-4.52589854608545,-3.17586570142109
.2.9.......6.....2....36.14.7.5..4.....8..7.9..8.7..5..421..83..65...12.8........,-2.85320385296275,-4.45890740742152
1.36......5..93.2.......64..4192.........6.........9.86....2.3.8.2.6.5....5..9...,-0.633967962886488,0.195917012825775
..35..8..4..8......8..1.24.5...6.......1.27.62.7...1.4.....1..8..527......4.5.6..,-2.58142113885863,-3.6123549869841
......4....6.1..2..89..4..6...7....28......1.2...3...9.6....3.8.4.5...6....1.8..5,-0.928864399347294,-0.0821586667637126
.2...6.7........3..8..346..6...817..83.....5....3......61........21..386...4.2..1,-2.49398648099287,-2.93638060749098
......9.4.567..21...92.1.6.8............1.48..6.....27392.85.....739........2....,-2.79069067413532,-3.02083506745589
...86.5.7.5.....2.7........63..9...5.1..3..4......1.7354..7.2....2......36.2.9.8.,-3.33749778192816,-2.08592500809734
..3......4..81...27......56.....3..7....912.....7..59..65.4.....746.....9..3.58..,-2.09221212354253,-2.37773670249102
.2.4.67..4.6..9..378..3.2..6.87.2.3..1.3..................9.462......3.5.65....7.,-1.59532936380658,-3.46828813251674
...59...74.6....91....3....9..6.8....3..5.27.2...4.....7....6.8......9......8..45,-1.02867943068005,0.488236243730415
...4...8...6..7....8.2....5..5...67.9..6..3......3.2....45.3..9.9....1..3....2.6.,-0.302371454863553,2.34846854278264
12..5.7......9731...........9.36.57..6.7........5....4.45...26..7..1..4...2...8..,-1.79550938382989,-2.08935936956114
1...6....45...9..1..9.4.5.6.....6..887..2.....62..5.....76.2........7.9.24..5.1..,-2.74325166863417,-3.8594656259051
....5..9.4.6....387...2...68..1..7.9..13.4......587......6..81..18.....45........,-0.177721675694451,-2.83657658216345
.2.5.4....5...9371.8.3...4...76.2....92.....7.41.....63......8..7..85.......3.2..,-3.09986170860733,-3.96829845897835
...5.8.7.45.....8.78..4.36..9...3.47..4.9.6.33.....2.8....3....9..1.7.....24.....,-2.18175093024475,-4.51506699558261
.2.4...7.45..9..........5...6.9.24..9.1....28......6..6..1.7....15....49372......,-1.60616751080795,-1.15244464162472
1...5.78...6..92...89..3......64..1.6..9.1....4...7.............18...3.29.23..65.,-3.96320260970829,-2.61315184148079
1.38..6....6197.3..8.......5...7321......19..6...2.4......1..2.........9.17569...,-2.7527822482463,-3.36797019748265
..3....9.45........8.235.....5.....1.41..8362.3..2....6.........7.6...48...45.7..,-2.23253819943604,-1.73833230468772
....4.7.5..6.37..2...15...396..21.3..3.....7.2....84...9.........8...91..42.....7,-2.31838485402838,-2.55708031244018
.....4769..6.2.1....9.....22....3.1.53..48...........391......7..78....5.45..96..,-1.92541471548375,-1.40155950455735
.2.9...7.45....9......32....3...............7..8..425.3.25..1....71...8..1..6..92,-0.360223647515895,0.278388600205769
...6...48...2...3...9.....25...9..7.87..13..6......8.163...7.......2.3...4..61...,-1.13468612923294,-0.638602293183842
12.95.........7.3.7.9.....1.6...3..5...5..7.4...2...1.9...82...5.2.....6..8.....9,-1.41936698498319,-0.442984162758804
12....8.7.5.......7.9...6..59.3......4...7..1............26...9.6495..12....4.3.6,-3.37070416090542,-0.9751255208608
..3..67.......2.837..3.562.2.......7....5.21...1...495.6.......51.2.....97.8.1.3.,-4.99591793251184,-5.68369484170995
.2..84....5...781...9..1..5...7..4.1.....83...3.....7.69.4..5....2..3.....4.....8,-3.2077152749345,-0.205391814256068
.....67..4.67.9.8..895.346..3.....9.94.3.58....5..1......1.....51.....4...4.6.2..,-2.70564357923222,-4.7788571896697
1.3..9....5........892..4...47..59.8.3.4.6.....597.......1...4.5.......1..2.6.8.9,-2.35853457321795,-2.72404716436679
...4..........8..27.9.615..6.........12..4..9.....72.1..1..5.9..4..3......8..26.5,-0.934203155295555,0.337498506909311
....8....4.67...1..893.1..4.....91.8.......5.51.....72.6.4.....9.2..6.......276..,-1.55736922532797,-2.31297542988924
..347.9....682...........2.2.....14539......6.4.1.....9.....5....2..8.6.6.....4.7,-1.12003721731859,0.0522614040807486
.23..64.8....87.9......4.61..8........7.4..3.......6.2.7261..5.3.5.9....6........,-3.86603326520087,-2.43626897807322
.2........56..98.....3...54..8.........4.2...2.758....3....12......6...9.7.2.84.1,-2.0329476666223,-1.37977022447425
1.3.7...8.56..9...7....65..2..6......4.95......1.2.39......51.7.7......6.....32..,-2.36296508622337,-2.47321379278098
12.75.....56.1.2.3.........6..17.8...3...91.5.1.8.5...5..2....19..5..6...7......4,-2.81279405583131,-3.76640619030232
1...58.....6.3.8....9......8.12...9.2......6.6......4...7.1...3.1.6927......47..9,-2.08164365509631,-1.90650611041897
1..94.6...5..1.........31....4..6.9.5.82.1.67....8...2..78...4.6......89.9..6....,-2.14828375630311,-2.61983950560151
1.......7....1.3...8.2.3...5.....28..3.4....1....8..343.7..89..6.....4.2.1.749...,-2.28343359960187,-3.17065211010408
.....6..745...9....8.43........8..618.....5...71..5..8.6..1..8......79..2...6.1.3,-2.11741556558385,-1.30941353206133
....69.8.45...3..27..4....6..1...54.6.........9..1.........2...5.47...3...23....7,0.656335554183037,-0.64231106866988
..3..5.......8..1......46..27.41.9.5..1.2....3....6..86...5..8.91.........23.7...,-1.57837294998129,-0.573096469502386
.....9...4.6.8...278..1..6.....2...6.....84.15..7.....8....4.5.3..2..9..64.......,-1.05134302504267,1.28129397321323
