instances,Source,feature_fixedDig_num,feature_fixedDig_mean,feature_fixedDig_CV,feature_fixedDig_min,feature_fixedDig_max,feature_fixedDig_entropy,feature_counts_mean,feature_counts_naked1,feature_counts_naked2,feature_counts_naked3,feature_counts_CV,feature_counts_min,feature_counts_max,feature_counts_entropy,feature_value_mean,feature_value_CV,feature_value_min,feature_value_max,feature_value_entropy,feature_emptySets,feature_SAT_c,feature_SAT_ratio,feature_SAT_ratio2,feature_SAT_ratio3,feature_SAT_ratioRec,feature_SAT_ratioRec2,feature_SAT_ratioRec3,feature_SAT_ratioLin,feature_SAT_ratioLin2,feature_SAT_ratioLin3,feature_VG_mean,feature_VG_CV,feature_VG_entropy,feature_CG_mean,feature_CG_CV,feature_CG_entropy,feature_CGclust_mean,feature_CGclustCV,feature_CGclustentropy,feature_LP_obj,feature_LP_fracInt,feature_LPslack_mean,feature_LPslack_CV,feature_LPslack_entropy,feature_GCP_nodes,feature_GCP_edges,feature_GCP_density,feature_GCP_nDeg_mean,feature_GCP_nDeg_std,feature_GCP_avgPath,feature_GCP_bc_mean,feature_GCP_bc_std,feature_GCP_clustcoef,feature_GCP_weiner,algo_SA_SR,algo_RR_SR,algo_RVNS_SR,algo_SD_SR
1....4.....3.218...4.3...96...8..6...97.1.5..83..97.2.2.9..5....84.3.2.7.756....4,0,33.0,3.6666666666666665,0.128564869306645,3.0,4.0,2.1886719473788934,3.1875,1.0,13.0,18.0,0.3428103017501531,1.0,6.0,3.8128746438019525,17.0,0.13584712216226488,14.0,22.0,2.1882617898786836,0,7668.0,10.518518518518519,110.63923182441702,1163.760808819794,0.09507042253521127,0.009038385241023605,0.0008592831039001314,6.258518518518519,39.16905404663924,245.14025010374442,37.948553054662376,0.4913936051559071,8.905458339818724,37.50391236306729,0.15386053642388056,8.92477583830805,0.5080127829355654,0.21807610231473265,8.917187517676105,114.0,1.0,-0.7394366197183099,-0.5936168397046637,8.642944396721798,57.0,629.0,0.3941102756892231,22.07017543859649,9.233538503875675,1.605889724310777,0.01101617680565049,0.016343231085786007,0.6161644828853876,2563.0,1.0,1.0,0.95,1.0
3.6..948.4.76.......987.5..6..5.2.1...4.9.7...1.38....8.1..3..6.9....1355..72...4,0,34.0,3.7777777777777777,0.1663780661615406,2.0,4.0,2.180839527058621,3.0851063829787235,0.0,16.0,16.0,0.32640440182618574,2.0,6.0,3.798780797419591,16.11111111111111,0.2736115093086534,12.0,28.0,2.164812595082222,0,7677.0,10.530864197530864,110.89910074683736,1167.8633695932378,0.09495896834701055,0.009017205669528553,0.000856264547751246,6.270864197530864,39.32373778387441,246.5938193819897,37.95289079229122,0.4915950519745495,8.906472856532849,37.501628240197995,0.15504482828283672,8.92568745773758,0.5084596317273556,0.22027850756486855,8.91790785794035,115.0,1.0,-0.738569753810082,-0.5949523123480184,8.642944396721798,56.0,609.0,0.39545454545454545,21.75,9.459028189286375,1.6045454545454545,0.011195286195286197,0.017617405974390616,0.6330367209878822,2471.0,1.0,1.0,1.0,1.0
.245..1....37...5.65..2...859..3.86....19..3...1...27.4378.5..6.1.96......82....4,0,34.0,3.7777777777777777,0.16637806616154058,3.0,5.0,2.1834020721872998,3.234042553191489,5.0,6.0,18.0,0.3785039437800665,1.0,6.0,3.772725994858416,16.88888888888889,0.21520298991837009,10.0,22.0,2.1730598310880826,0,7677.0,10.530864197530864,110.89910074683736,1167.8633695932378,0.09495896834701055,0.009017205669528553,0.000856264547751246,6.270864197530864,39.32373778387441,246.5938193819897,37.95289079229122,0.49160412397665504,8.906468727781546,37.501628240197995,0.15506991622740923,8.92568371671252,0.5084561097826972,0.2202806254264541,8.917907531627998,115.0,1.0,-0.738569753810082,-0.5949523123480184,8.642944396721798,56.0,612.0,0.3974025974025974,21.857142857142858,9.162089147733742,1.6025974025974026,0.01115921115921116,0.016635502349892212,0.6249266055288822,2468.0,1.0,1.0,0.75,0.65
74.3..1.6.18..92....54....7...96..1.....5.73.2..7.89.45.71.....42..3....6.9..28..,0,33.0,3.6666666666666665,0.18181818181818182,3.0,5.0,2.1810152340693265,3.0416666666666665,5.0,8.0,17.0,0.34191736916023796,1.0,5.0,3.8059573076874686,16.22222222222222,0.2562779032036946,9.0,22.0,2.1632084675419314,0,7668.0,10.518518518518519,110.63923182441702,1163.760808819794,0.09507042253521127,0.009038385241023605,0.0008592831039001314,6.258518518518519,39.16905404663924,245.14025010374442,37.948553054662376,0.4913981489397207,8.905456272994227,37.50391236306729,0.15387319074756162,8.924773965714138,0.5080111397630548,0.2180767614134435,8.917187438869544,114.0,1.0,-0.7394366197183099,-0.5936168397046637,8.642944396721798,57.0,640.0,0.40100250626566414,22.45614035087719,9.474009091245552,1.5989974937343359,0.01089086352244247,0.01684162990154194,0.6253468421849153,2552.0,1.0,1.0,0.95,1.0
.31..6...2.9.5..4.47....3.6..4.9.8...8.163.9.......735157..2..4....872.9..2.41...,0,34.0,3.7777777777777777,0.16637806616154058,3.0,5.0,2.1834020721872998,3.148936170212766,4.0,13.0,12.0,0.4193546121400784,1.0,6.0,3.7606632895028134,16.444444444444443,0.3062234917195854,8.0,24.0,2.1490398633125634,0,7677.0,10.530864197530864,110.89910074683736,1167.8633695932378,0.09495896834701055,0.009017205669528553,0.000856264547751246,6.270864197530864,39.32373778387441,246.5938193819897,37.95289079229122,0.49159656398652657,8.906472168407632,37.501628240197995,0.15504900988883444,8.925686834233403,0.5084591844171039,0.22027841638195303,8.917907897139283,115.0,1.0,-0.738569753810082,-0.5949523123480184,8.642944396721798,56.0,608.0,0.3948051948051948,21.714285714285715,9.342136276252965,1.6051948051948053,0.011207311207311207,0.017614657462688876,0.6291778206047758,2472.0,1.0,1.0,1.0,1.0
.92...73...18.....7...6..185..3..87..4.91.6.39....62..1...85.626.3.72.94.........,0,33.0,3.6666666666666665,0.25712973861329,2.0,5.0,2.1604214114274605,3.5416666666666665,0.0,8.0,21.0,0.34077054959906444,2.0,7.0,3.816000172709783,18.88888888888889,0.33056520748769685,11.0,30.0,2.1463233245645226,1,7668.0,10.518518518518519,110.63923182441702,1163.760808819794,0.09507042253521127,0.009038385241023605,0.0008592831039001314,6.258518518518519,39.16905404663924,245.14025010374442,37.948553054662376,0.4913966343497845,8.905456961935727,37.50391236306729,0.15386897275530162,8.924774589912108,0.5080117374316783,0.21807638186432635,8.917187498498997,114.0,1.0,-0.7394366197183099,-0.5936168397046637,8.642944396721798,57.0,628.0,0.39348370927318294,22.035087719298247,9.388243697792863,1.6065162907268171,0.011027568922305764,0.017284377441572955,0.6193001574885267,2564.0,1.0,1.0,1.0,0.95
..84.5..6296.....43....1.9..5.91...28...3..7..1..6795...43.81..6.....2.5...27.8..,0,33.0,3.6666666666666665,0.128564869306645,3.0,4.0,2.1886719473788934,3.0,3.0,11.0,18.0,0.31180478223116176,1.0,5.0,3.8184302940915513,16.0,0.1692508000965825,13.0,21.0,2.183355605656391,0,7668.0,10.518518518518519,110.63923182441702,1163.760808819794,0.09507042253521127,0.009038385241023605,0.0008592831039001314,6.258518518518519,39.16905404663924,245.14025010374442,37.948553054662376,0.4913769442557822,8.90546591817521,37.50391236306729,0.15381412833008287,8.924782704485724,0.5080195071237821,0.2180714472231926,8.917188273795066,114.0,1.0,-0.7394366197183099,-0.5936168397046637,8.642944396721798,57.0,632.0,0.39598997493734334,22.17543859649123,9.88197509737689,1.6040100250626566,0.010982000455684666,0.01762872001101697,0.6361375536225721,2560.0,1.0,1.0,1.0,1.0
5..9.7....41...95..67..18..42..8..363...56.91....72..5..2.14.7...9.3..4.65......2,0,34.0,3.7777777777777777,0.20797258270192576,2.0,5.0,2.173408011199335,3.1702127659574466,2.0,11.0,18.0,0.3462723044164948,1.0,6.0,3.7890967715064434,16.555555555555557,0.3247933861090701,10.0,29.0,2.1481958929379865,0,7677.0,10.530864197530864,110.89910074683736,1167.8633695932378,0.09495896834701055,0.009017205669528553,0.000856264547751246,6.270864197530864,39.32373778387441,246.5938193819897,37.95289079229122,0.4915935399579218,8.906473544658065,37.501628240197995,0.15504064656405675,8.925688081241756,0.5084603484214765,0.22027774212122492,8.91790799923286,115.0,1.0,-0.738569753810082,-0.5949523123480184,8.642944396721798,56.0,613.0,0.39805194805194805,21.892857142857142,9.65045996577471,1.601948051948052,0.011147186147186145,0.017733436590708775,0.6345235799459605,2467.0,1.0,1.0,1.0,1.0
..3..961.9..4....3.5..7394..6.1.85.27...9.8..24..6......4...3.7...58.2.18.12....6,0,34.0,3.7777777777777777,0.11004874666982181,3.0,4.0,2.1908335880465852,3.127659574468085,1.0,12.0,20.0,0.32052296569768013,1.0,5.0,3.798617439959792,16.333333333333332,0.2120878539880258,12.0,22.0,2.1753834345661303,0,7677.0,10.530864197530864,110.89910074683736,1167.8633695932378,0.09495896834701055,0.009017205669528553,0.000856264547751246,6.270864197530864,39.32373778387441,246.5938193819897,37.95289079229122,0.4915950519745494,8.906472856532849,37.501628240197995,0.1550448282828367,8.925687457737578,0.5084596317273556,0.22027850756486855,8.917907857940346,115.0,1.0,-0.738569753810082,-0.5949523123480184,8.642944396721798,56.0,618.0,0.4012987012987013,22.071428571428573,9.578355702268718,1.5987012987012987,0.011087061087061088,0.016910766583954663,0.630939937600408,2462.0,1.0,1.0,0.95,0.95
.19...2.323...146...8..7......2.697.92.84...1.64.3...5...1.8.5.3.6.7..9.8..56...2,0,35.0,3.888888888888889,0.18952141659173716,3.0,5.0,2.179273790053064,2.8260869565217392,2.0,12.0,24.0,0.2691208566851677,1.0,4.0,3.789864937583436,14.444444444444445,0.302846456692762,7.0,22.0,2.1499923286494225,0,7686.0,10.54320987654321,111.1592745008383,1171.9755607866161,0.09484777517564402,0.008996100455769516,0.0008532601134863357,6.283209876543211,39.47872635269015,248.05312333256947,37.9572192513369,0.4918003893371973,8.907484312262268,37.499349466562585,0.15623009752674802,8.926596418511002,0.5089035256420935,0.22244436523612648,8.918629177236294,116.0,1.0,-0.7377049180327869,-0.5962847939999439,8.642944396721798,55.0,596.0,0.40134680134680134,21.672727272727272,9.570892511729216,1.5986531986531987,0.011295343370815069,0.0179051011786436,0.6401238539270426,2374.0,1.0,1.0,0.95,0.95
.1..4..29..26.57.....3.9....941.28...7.9...13....8.6.42598...361.84.3...7.....1.5,0,35.0,3.888888888888889,0.18952141659173716,3.0,5.0,2.179273790053064,3.108695652173913,3.0,10.0,16.0,0.33690040476771765,1.0,5.0,3.7679327526781976,15.88888888888889,0.29586287833994657,9.0,23.0,2.153145271329259,0,7686.0,10.54320987654321,111.1592745008383,1171.9755607866161,0.09484777517564402,0.008996100455769516,0.0008532601134863357,6.283209876543211,39.47872635269015,248.05312333256947,37.9572192513369,0.49181095517936235,8.907479501086192,37.499349466562585,0.15625911390473654,8.926592058827545,0.5088994115525609,0.2224469042848227,8.918628779953877,116.0,1.0,-0.7377049180327869,-0.596284793999944,8.642944396721798,55.0,593.0,0.3993265993265993,21.563636363636363,9.170632250165122,1.6006734006734007,0.011333460390064162,0.017420018694021645,0.6289616544565088,2377.0,1.0,1.0,1.0,0.95
569.1..78..4.7.2...3.9...6.6..5..19.12...3.46..34..8.2...2.83..47...9.....1.56...,0,34.0,3.7777777777777777,0.16637806616154058,3.0,5.0,2.1834020721872998,3.106382978723404,2.0,11.0,18.0,0.3200909985081623,1.0,5.0,3.7965847782642723,16.22222222222222,0.2427403444749226,8.0,21.0,2.1653225565032344,0,7677.0,10.530864197530864,110.89910074683736,1167.8633695932378,0.09495896834701055,0.009017205669528553,0.000856264547751246,6.270864197530864,39.32373778387441,246.5938193819897,37.95289079229122,0.4915995879965291,8.906470792157197,37.501628240197995,0.1550573727625198,8.92568558722505,0.5084578408234854,0.22027966169882837,8.917907674724397,115.0,1.0,-0.738569753810082,-0.5949523123480184,8.642944396721798,56.0,615.0,0.39935064935064934,21.964285714285715,9.433913529908779,1.6006493506493507,0.011123136123136127,0.017206852974497214,0.627562141468953,2465.0,1.0,1.0,0.9,0.95
.675.1.3.........9...6.84.5.5.716.8..41...2......293...95....48.12.4.5...8.9....6,0,32.0,3.5555555555555554,0.2688226645950821,2.0,5.0,2.158188953649338,3.5306122448979593,2.0,11.0,15.0,0.4169870242051198,1.0,8.0,3.8061038106220777,19.22222222222222,0.33245789235950074,14.0,32.0,2.147630346890382,1,7659.0,10.506172839506172,110.3796677335772,1159.6678671762245,0.09518213866039954,0.009059639519967523,0.0008623158650027844,6.246172839506173,39.0146751409846,243.6924042077747,37.94420600858369,0.49118544871665004,8.904445581201042,37.50620185402794,0.1526474857586327,8.92386592696833,0.5075676074748374,0.2158317244749372,8.916468893180326,113.0,1.0,-0.7403055229142186,-0.5922783558375664,8.642944396721798,58.0,637.0,0.3853599516031458,21.96551724137931,9.29769255253296,1.6146400483968542,0.010975715149943825,0.01730153427001594,0.6135269242390372,2669.0,1.0,1.0,0.85,0.9
....84.539....2.1....9..726..7..83..3594...8...4..76.1.8..135.......6..476.5....2,0,33.0,3.6666666666666665,0.128564869306645,3.0,4.0,2.1886719473788934,3.2916666666666665,2.0,8.0,19.0,0.3159489613759161,1.0,5.0,3.818394326621969,17.555555555555557,0.19384041558371587,14.0,24.0,2.179084135613647,0,7668.0,10.518518518518519,110.63923182441702,1163.760808819794,0.09507042253521127,0.009038385241023605,0.0008592831039001314,6.258518518518519,39.16905404663924,245.14025010374442,37.948553054662376,0.4913905759433562,8.905459717701723,37.50391236306729,0.15385209962986143,8.92477708670399,0.5080141580728436,0.21807476769901507,8.91718775704644,114.0,1.0,-0.7394366197183099,-0.5936168397046637,8.642944396721798,57.0,624.0,0.39097744360902253,21.894736842105264,9.244598632613334,1.6090225563909775,0.011073137388926863,0.016989004844808937,0.619665901915619,2568.0,1.0,1.0,0.75,0.5
792..16......7..34..4.86....5.7.94.2.1..3.8....9.6...5.......816.14..57.583.2.9..,0,34.0,3.7777777777777777,0.11004874666982181,3.0,4.0,2.1908335880465852,3.25531914893617,2.0,11.0,16.0,0.35547384682057903,1.0,6.0,3.785239973524818,17.0,0.2401460532140371,13.0,27.0,2.1711388403524725,0,7677.0,10.530864197530864,110.89910074683736,1167.8633695932378,0.09495896834701055,0.009017205669528553,0.000856264547751246,6.270864197530864,39.32373778387441,246.5938193819897,37.95289079229122,0.4915980759938531,8.906471480282416,37.501628240197995,0.15505319138205914,8.925686210729225,0.5084584677229832,0.22027918181329942,8.91790775584953,115.0,1.0,-0.738569753810082,-0.5949523123480184,8.642944396721798,56.0,618.0,0.4012987012987013,22.071428571428573,9.50724750398562,1.5987012987012987,0.011087061087061088,0.01678668275574329,0.6278145026721474,2462.0,1.0,0.9,0.7,0.55
....43..7......285786.1.....5..68.9..71...84.6..9....331..8.6....962..5.2..4.197.,0,34.0,3.7777777777777777,0.20797258270192576,3.0,5.0,2.1759705563280143,3.0638297872340425,1.0,12.0,19.0,0.28884214365396416,1.0,5.0,3.807048586450332,16.0,0.3280836614171588,8.0,23.0,2.1398685349465767,0,7677.0,10.530864197530864,110.89910074683736,1167.8633695932378,0.09495896834701055,0.009017205669528553,0.000856264547751246,6.270864197530864,39.32373778387441,246.5938193819897,37.95289079229122,0.4915874918449051,8.906476297158935,37.501628240197995,0.15502391856093206,8.925690575258459,0.5084626165671395,0.2202765838997381,8.91790816332497,115.0,1.0,-0.738569753810082,-0.5949523123480184,8.642944396721798,56.0,612.0,0.3974025974025974,21.857142857142858,9.731077923386515,1.6025974025974026,0.01115921115921116,0.017946343378380983,0.6350695584487359,2468.0,1.0,1.0,1.0,1.0
6.9.....13...7.2....8.39..5...41..5..6.5.28..9.4..3.6.7....8...28..573.4...2.19.7,0,33.0,3.6666666666666665,0.128564869306645,3.0,4.0,2.1886719473788934,3.2916666666666665,2.0,10.0,16.0,0.3394199412099221,1.0,6.0,3.8112194986352335,17.555555555555557,0.18430657947545614,14.0,23.0,2.1808256325042095,0,7668.0,10.518518518518519,110.63923182441702,1163.760808819794,0.09507042253521127,0.009038385241023605,0.0008592831039001314,6.258518518518519,39.16905404663924,245.14025010374442,37.948553054662376,0.491389061330078,8.90546040664322,37.50391236306729,0.15384788105935382,8.92477771090196,0.508014725774795,0.21807448403589239,8.91718779666492,114.0,1.0,-0.7394366197183099,-0.5936168397046637,8.642944396721798,57.0,624.0,0.39097744360902253,21.894736842105264,9.212280534701828,1.6090225563909775,0.011073137388926863,0.016431238637935913,0.616407996237584,2568.0,1.0,1.0,0.65,0.85
5......2..4...96..3...58...2.67..1.989..1.5.3.37.....6.7.86.45..8...4.9....9.2..7,0,32.0,3.5555555555555554,0.23385358667337136,2.0,5.0,2.1688076434490506,3.2857142857142856,1.0,10.0,18.0,0.30122622740328303,1.0,5.0,3.8447358631520796,17.88888888888889,0.3460469137188601,10.0,31.0,2.139621870976563,0,7659.0,10.506172839506172,110.3796677335772,1159.6678671762245,0.09518213866039954,0.009059639519967523,0.0008623158650027844,6.246172839506173,39.0146751409846,243.6924042077747,37.94420600858369,0.4911824142735849,8.90444696072048,37.50620185402794,0.15263897296221518,8.92386717675495,0.50756874421294,0.21583116922606596,8.91646896959167,113.0,1.0,-0.7403055229142186,-0.5922783558375664,8.642944396721798,58.0,636.0,0.38475499092558985,21.93103448275862,9.245431432773772,1.6152450090744102,0.010986518019185895,0.01730966906798338,0.6103509033138886,2670.0,1.0,1.0,0.9,0.85
