Row,z_1,z_2
.2..7.9...56..8.3...........91.................51.24..6....97...378...6....6..294,-2.68986979380491,-0.181501217014178
1.34...........29.7.9........53..1......4.8..831.9..27.12......5...28......16.5..,-1.08509007355404,-0.480091655272035
...69..........91..8......2..1.7....8..9..27...24316..3......8..9..8....24...73.6,-1.65203931136138,-0.350384943861469
..3.4..89...8.....7....25.....1.......25..94....62..7..38.76.2..1....3..6....1...,-1.03210716919645,-0.203442791401184
....6.57..56.7......9..2........1..28....37..3...5..1...84......1...726.2..6...3.,0.642955019807376,-0.565509808186586
....5.4.9.....12.....2.......7.2...656.1.....81...5.....8..9.6..3..74.92..1.3..4.,-0.781203293339049,-0.947948478807638
.2...4.9.45.91...87...2.4...........5.168.....9.37..219..4.81.5.......8.........2,-1.35743105708012,-0.711332233477122
......8..4.6..7.......13....3..4..6.......73497....28...5..4.2..9.53....8..96..7.,-2.10063489538219,-1.39972739803232
12..9..47.....2....8.1.3........7.94.9..5....2.8...1...6.5.9..........5..7..68.3.,-0.961781145645656,0.457500344340142
..396...8......3..7.9..5....97..12......7....2.....45.........5..4.5...661...782.,-2.14322533833067,-0.619447146601217
.2...7.954....3..1.8.5.2.....72......9....6...15....8......6..3.3.8...4.....5.7..,-0.761714976963195,0.305218646712807
......6.......1...7.9.....5..74.3..9..1.5...2..2.8.....1.534.9.2......4.3....6.8.,-0.964020458172526,1.1292613978025
.2....4.8....81......24..........6..56...87..931.6..423..6.92.7.......9.8.....31.,-1.17142082785465,-0.0283647229101223
1..8..5.7....97......2...16..4..8.6.5.7.42..3.6.73.....45........8....31...3...5.,-0.997776216937677,-1.12192445088795
..3..47....6....38..9..3.2..672...8.8...3.572.....8...57....6.1...1.....9...6.2.7,-1.00606958974346,-1.79851462000948
.....56.845..............142.1.98.3...73.6.......71.963......87..2...1..9.8...3..,-2.13992209567142,-2.13762091899648
12......8..6.7......9..215.....19.36.6.......3..42....6..7..4...45........729...3,-1.33367273718797,-0.861201686320683
....76.5....2.9....8...14.....9.4..28..3...........64..3...52..9.7...8....5....61,-1.01726832176987,0.240331693688181
.2..759........1....913...6..45.7.8..7....42...83....13..4..7...........815......,-0.879163995570262,-0.0772568617300313
1.39....8..6......7..4...16...3.91......1.6.....5.8.43..56..7....7....3.8.....9.4,-2.62447584234733,-0.35241033913645
.23....78.....1.2.......4.5....3.....9..178....852...9...4...9...5.......42..37..,-2.37645075336374,0.327630952534914
....9.8....6.7.....89.1...4.4.......39..8...6...7.3..1..8..57..2.5.....86..1.....,-0.770466536750904,0.216373183416417
.234.6.5.4.6.....1..9.5..6.........4.4.79...........7....8.95......1...7.72....83,-0.91827844984476,0.0536032095155493
...6...8.4...7...97..1.2.....7.....86...8...3.......7437..916....8.6.....6.53..4.,-0.748857094534092,-0.62252066897272
12..5...9..6...1..78...3...9..64..1..6..15......3...2487..9.2.....8.....6.5....4.,-2.19303030793475,-2.11633015081559
....4..7.4.6..7.92.89.2.5...6....2.19.21...4......283..1..3.........9.....87.....,-1.02789063156776,-0.81524548834353
....7695....829...........4...2......9..4...18...93.6...81..73.6.5....12..1..2.4.,-2.32917610413353,-2.31904004362445
1.....95.4..9.8....8......2.....4...34.7.2..6.9.1.......5..1.64........36...37.2.,-0.921104709707182,0.927018820674361
..3..59..4..9....7.8.1..6.........6.....3.29.971...5..3..42.17.....1.......39...2,-0.597329096478222,0.154603549716276
..3..97....6..89...8....3.4.3.........13.2.98897.1.........7..16....5.....2.6..4.,-1.00476870642855,-0.0883765271818895
1......6..5.782....8...14.2...2..71...........7...9.4.9..1..3..3....5.7..42.3.9..,-1.33446276184332,-0.624636921659383
..3.5..8..5...9..37....3.4.8417......3...4.6.5..........8.....7...6.74.....5..621,-1.88616371167902,-1.14807252776954
1..5...6.4..8.9........14.2.6..4579.5...3...4......6........8.9.4.71.3..8.7..6...,-0.96285024756555,-1.08852647091397
.2..6....4...8.1.27..1...5..3..169...7...4..........18.....3.2..47.5...9..54..3..,1.06660839492057,-0.350589098635126
...6.5.........19.78..3...............59...7..34.5...13.7.....26...2...5.9...1784,-2.24915927390116,-1.28873278254523
..3...9.......7.1.78...........95..1..52..6.9...8..7..5.2.8..6..6....4.3..164....,-0.801165150069154,-0.255997790076033
1..4..7.9.5.......7...32.6..3.5..8.1...2.8........1..6..87..3.45..........2.9.1..,-0.643293357840326,-0.164053041856057
.234.7..6....3..2.....614.......8..4.9.1........3..5.2..46.5....72....819........,-0.7919150798186,-0.305110446813998
..3..5......2.....7894...2..1..6.2.8........1862.3.5.4...3.4....759...1..4..2....,-1.06728436369291,-1.25193797529014
........7..6...9.3.8..3.42.8...43.....4.5....9..12..8..4....5.1..7......5.24.7..9,-0.924433353024175,-0.669417721294506
..3..8..4.5673........1.........3....4..5.619..2.....79...8.2..2.5....9.618...5..,-2.22081570418056,-1.42484328092704
..34..7.9.5.....3.....5.64...42.8....9.3..5...7.......6.....1...1.....7..376...98,-2.87372265036519,-0.572587899293874
...5...94..6...271...1.......5...7..81.2793..2......1.5.8..1..93.........7...84..,-2.2659278090049,-1.23045600821831
1.35.......6..3....89..4..5..17.9....4.182...8.......2.1....6.856.3...1.......2..,-0.980024107300045,-0.877475707795336
.....459....71......9.2..16..4....29892........1..5...63....9.....4..8.5....8....,0.75792180372617,-0.265197689515428
12..9..6745.........9..6.4...7.534.9...6....1.3.......87.4..1....5.3.......8..7..,-1.54720752014335,-1.0017292048389
......89445.........91.23.....7..1.6.31.26.....8.......1...5.......1965.86.2.....,-0.455572828447688,-0.799630879568378
..34.97....6.......8....4.5.....21...9...5..22...61.5.9.4....1..1.6.4.7..32.....8,-0.681779460165459,-0.948009719188679
......5.84..1..3....9.5...48...3.......5.16..63..2...79..2...1.....9.8.2.4...8...,-0.813592450416328,0.626749551617991
...5.897.4...3....7....4.65..........6.24...33.....812....9...7..8...5...1..854..,-1.00223383129172,-1.09939140369999
...4..7.9.5..97.......3.42..6.7..5..2....39.8.3..2....8.....2..34..658..6.1......,-2.550184599149,-2.22366113133135
....7.9........13.7....342.9.87...4.....54.8.51....3....5.4..6...269.8..6...2....,-0.955919785453739,-0.553220757633007
12.8.....4.67....27....34..........3..7.5.14.....67.5....5.18..8..9....1.1.....29,-0.308372641674309,-1.40843800023069
...68..49.5.92......9...2..6.7.4...8...7.1..6........38..29......2..4.1...5......,-0.853669462732482,1.30560066342024
12.4...5...672..3............4............82381...56..2..5..9.....8...4.9.531...6,-1.54139778693819,-0.304941979533351
.2.....9.....7......9..6..5.....3..8.1......98.765...4...1...5..915....267.4...3.,-1.99306865702276,-0.396605842825734
1.......9.....213....5....4.9..2...7.4........3.84...6..5...8...6..79..39..3...7.,-0.941425230776321,0.0615928026313226
..3.7...8...2.931..8...1..62.....1....1.3....634..8..29.2....4......48.1...9.....,0.189189882996985,-0.552239557950686
..3.759..4...29....8....6...6.14...59.....38.......1.4.7.........5..4.3.....9..67,0.718831344678557,0.140340492205504
.23.5....4...7.1...8.6..3...7.....612..........5.14..73......426...428.......7...,-1.67092767131527,-0.174762731839677
.....6789..68.91.2...13..5.......895.4.......897.....39.2..3....1.......6....8...,0.87814957174916,-0.258462575481505
.23.4..8....8...9.7..12.......7...6.........156.....2...4..6..7..598.6.....4...3.,-2.21533180151784,-0.0603659917312025
......4..4..91..737..2.......7...8..83.67.1...94....6...1..2.46..2..5..8.6..9...2,-0.913841125131583,-1.83360201434744
1...9.....568.2......5......4.3..29....24...3..7.....63....8..287...34.5...6....8,-1.10689938823467,-0.172227992603576
..3..9..44.....1...8.24...58...5..2...7....695...93..7.7.38...1......94.6.5......,-0.937249061755457,-1.84360700890382
....8...9456...........12......6.42.8..3.......7.9.5.1.9...8..7..82...4.64..5....,-0.603617502911948,-0.549989312473303
1..8..49..5...18..7......15...6........4.53...9..23...8.5...7...31....2...23...4.,-0.796413463846318,-0.335663678395227
1..........63...71....2..3...4.3..27..1.5.9..6.528.4...678.......8..2..65..4.....,-2.71766766748457,-1.84659921705761
....5.4..........37...231....19..5.6..43....8.7..48.2.....8.......5.7..45..2..73.,-1.77963846525867,-1.48219689615414
...9.5..84.681...97..........16...5....7.....89.....6131...2.4.........2.6....7..,-2.69109462164287,-0.236476880878002
.2.6.5..8.5.9...7.7......5....2....4...4.3.8...17..6...7...1..9..4...3...1...24..,-0.487721966909927,-0.0458733581289572
.23..4....5..192..7.....4..2..5...78..76.....8.....3.5.1..7...26...321...4.1.....,-1.1144260596046,-1.95962430593993
1.....78....3...9...9...5.3.1..5.....64.7...9..2..61...7...4..63...2..1...57..8..,-0.619366155949388,-1.47120868817222
..3.6..........3..7893...6...2..147.5......18..4.5.29....843...63...97.....2.....,-0.986533374597658,-2.1253096233332
......9....68.9.7.......245...6......3.2.7....7....58.9..3..8....57....6.1..5...3,-1.20468634344992,-0.271630753387546
.2..6..944.6....7.........559....3...74..1...6..7...8...54.87.......2.5.2..37...6,-0.809010830468928,-1.49974533582248
1.....89..5..8............427...8..3...74......4..35.8......6....2..594..972...3.,-1.18470607603839,-0.77209466370489
.2358.7...5..2.....8.61....8........26....3....1...8.2.4...15..9......7....7.923.,-2.38440811773546,-1.30532752296712
1.3.6.....5.1........5...46....89.54..7.........217...3...5..9..72..683.9..3..4..,-1.10928680697161,-1.77765850792972
.2....4.....7.132...9....1..3...56...7..6.........8.54......8....26...4...593..71,-2.10974874291278,-0.228954797606187
....5..964..3....7.89...5....1.7..5.3.2....8..9..143..974..1....1.....7......21..,-0.549880656755506,-1.90492640883736
.2....6......8......9..34512.5....6.9..5.8..3.3..1..9...........1847......41...2.,-2.42701417756655,-0.769218949194988
...6...7....3.9.2...952.....6..53....9.4..5...4...6317..5..7..32......9....19....,-2.8741905880076,-1.40647458814498
.......784.618......93.2..4.3.47....6...5......7.....53..51..9.......2.69....6.8.,-2.45143644343762,-2.20969728301686
.23..67..4..7.............6.3..4.8.5.1...7.2..9.......2.....36..6821..7.....842..,-0.971242963475919,-0.508321854884814
1..6.....45....3.....13..5239....8.5.1..2..7...7........8.6...1...2.3..7..54.8...,-1.25075628206963,-0.64261165365123
......78..56...9....912....2.1....3......4..8..4.3.6..3.5....6.....9.4.....7.68..,-2.41128340194402,-0.843270862381002
12.6......5.8.....7....1.2.8....34........875.......1...57.......4.9..6.3.821....,-1.05567022888432,0.270015026639671
....94..7..62........6.12..3.2......5....948...4..7.9..7..1..46.......3.93..6....,-1.21874870154123,-1.10799676595273
1.38..4.......9....8..34..58.5.........16..7.9...8....34......1..7..15..5...4.7.9,-1.34533929046862,0.336703439338211
.....8.7..56.9....7.....4...1.54..282..18..5..3.........1.3.5...9...2.4....7...9.,-0.747537167704973,1.24034482039497
1.34..7..45.........91..........4...3.5.....18..6..9..9.281..6.....7..9..18..5..2,-0.991042980350968,-1.25161725774137
...58.7........31...9....5..61.9.4.3...3...96..4.2.....128..........2...54....68.,-1.50119238631331,-0.00649847765959533
1....6.5.4.6...7..7.9...4.26..5.2.8..9.....3..1.7..5.9..8..1...........4...2..8..,-0.975276765728307,0.5669728370438
...74.6...5.............1.56...8.9..2.853....59...6.1.8...2..........7...42.97..8,-2.48069448507361,-0.27083357443726
.2.86...7.........7..3....45.4..291...2..6.....15...8.6...7....93..5.6.2.........,-1.29754343507329,-0.0108028500569354
.2...97.5.5..8.....8...1.6.5749........4....69...3...2..8....5.........1..73...98,-1.23979434876311,-0.170054800823862
12.647...4....9......5.1.3...4..2.5.2...1678...1...4..3.8....2..9........4.28....,-2.03324509245026,-1.79008296968108
....9.84.45......97.9...6.......2798.....63..2.47..5..5..4.3........1....71.8....,-0.760043977780055,-0.756012022752005
.....47.9.56..2....89........1..5.93..4....8......65...1.9.8..2....3.1.....42....,-1.20307708950645,0.354523499212232
.23......4.67...2..8...4.....76...45.......8..45...7....4.6.5..5...3..9.9.....3.4,0.425540814322821,0.469950143261742
1..8......56.7.2....9....5..18.5..7.2..98......4..3.6.....2...6.7..9..31.4..3....,-2.36975493238641,-0.725280784032777
..357...........31....1...4....582..83.9.....2.76....95...3..9.3912.54...4.7.....,-0.857967540676586,-1.29040969394551
.2...6.89..69......8..3....3.42.....2....1....68....14.4.....7....58.1....5.7.86.,-0.532506712328399,-1.54378370348108
123.5.........93.....4...515..6..87..6.3.....9....8.....79...6.6.5....4824...1...,-0.727085455320259,-1.61645747673492
1....8....56....8.7.....4...4.....613....17....1....28.....265.23.49.......3....9,-0.795735921955661,-0.807098282119141
..3...4.....9.1.3.7....4.61.....5.2...74.......432..9..9......3..58.79..6.....8..,-0.776556719041991,-0.325774397106197
.....5......2..1.878........6.4..39...7..6........345...236158.....5..63..5..2...,-1.14716089173708,-0.876523801619976
....64.7..5......37.95........4.2......3...5.2..85.76...1...2....82....56......34,-0.914156376572424,-0.472671946552716
..3.85.....67......8.4..6...31...8..9.......324.15.9....5..........9..6.....621.8,-1.21248861989524,-0.374558104071688
..3..........7...278..4......4.5..2....3..6.5.9..1...75..7.6...6.2...8...7...14..,-0.639872062229451,-0.422065109607229
.2.........6.723.1...13..5...2...7.4567...92..9......3....896...7..2....9......82,-2.19739402767406,-2.0235374759202
1..4....64.6..9........235......6.28.6..1.5....75.4.....4...28.83.......6....51..,-0.758894629484325,-1.06552574256199
1....5..9....2..8..8.43..2.....14..22.....6.7.....943.8.5...3..6..573.9..........,-1.15851042480815,-0.921246373651485
...8.....4..7...23...352.1.....7.3.19.....6...61............2...9563.7.8.7..2..6.,-2.45973929741957,-1.22964292021712
...685...4.62........34.......9.7..3..5...17.83......56..7...32.1..3......25...8.,-0.940967945143252,-0.89514887836426
1..64.....5.9..1.2...5.2..369...4..1.3....7.........692..4...9...1.5....36....5..,0.131537645697915,0.0380723465634463
1....8..6.5..3..8..8....5..3927....5...8..1....4.9..2.2....1..9......43.9..2..7..,-0.8753743527813,-0.960355856321548
.2.....5...69....37..5...6.........48..3.95..2..1.53.75..7....6.4...8.3......18..,-0.80873859586558,-0.963748062336553
.2....4.....78..2.7.9...15...4...91.2.1.9..35....2.....18..3....4.........7..9.41,0.324972279332647,0.424456514780105
12......94...8.1............6.....785.874.3......6.9.2..7.9.........8..78.25.1..6,-3.03082890423016,-2.05787212096085
..356.9..4.......2.8..........8..........2..73....912.64.157..8....8.7.1...9.4...,-2.17287397180019,-0.307375386398736
1...689.44..39.8.2..................64...2739.9.736.853...7....87..2...6..5......,-2.94740615979532,-1.49009224850419
.23....8.4...7.....8.....56.35........43.5..22...8........318..9....76.5.6..4.2..,-1.21205488616194,-1.59405912242214
.2......9..6.81..2789...4...7..5.9.1..8...2.....42375.9..3..6..........5.4.6.....,-2.2637556832383,-1.9484145953805
.2.9.......6.....2....36.14.7.5..4.....8..7.9..8.7..5..421..83..65...12.8........,-1.03379293308894,-1.473294103359
1.36......5..93.2.......64..4192.........6.........9.86....2.3.8.2.6.5....5..9...,-0.817782606705467,0.481048447302105
..35..8..4..8......8..1.24.5...6.......1.27.62.7...1.4.....1..8..527......4.5.6..,-1.48356562919621,-0.817848913576373
......4....6.1..2..89..4..6...7....28......1.2...3...9.6....3.8.4.5...6....1.8..5,-0.823558212914898,-0.0014145538933876
.2...6.7........3..8..346..6...817..83.....5....3......61........21..386...4.2..1,-1.35549213314159,-0.83156858212787
......9.4.567..21...92.1.6.8............1.48..6.....27392.85.....739........2....,-0.961947526835615,-1.58385276702179
...86.5.7.5.....2.7........63..9...5.1..3..4......1.7354..7.2....2......36.2.9.8.,-1.87042715240578,-1.50929755444662
..3......4..81...27......56.....3..7....912.....7..59..65.4.....746.....9..3.58..,-0.671078572831051,-1.09008666102539
.2.4.67..4.6..9..378..3.2..6.87.2.3..1.3..................9.462......3.5.65....7.,-0.356687229825887,-0.859859614318926
...59...74.6....91....3....9..6.8....3..5.27.2...4.....7....6.8......9......8..45,-1.33834891278268,0.79784334247351
...4...8...6..7....8.2....5..5...67.9..6..3......3.2....45.3..9.9....1..3....2.6.,-0.790978850187988,0.53616761986601
12..5.7......9731...........9.36.57..6.7........5....4.45...26..7..1..4...2...8..,-0.964343002686679,-0.194603628515132
1...6....45...9..1..9.4.5.6.....6..887..2.....62..5.....76.2........7.9.24..5.1..,-1.39397446883233,-0.934904850076986
....5..9.4.6....387...2...68..1..7.9..13.4......587......6..81..18.....45........,0.74138295541737,-0.477790897072941
.2.5.4....5...9371.8.3...4...76.2....92.....7.41.....63......8..7..85.......3.2..,-0.967076717675714,-1.9938679804504
...5.8.7.45.....8.78..4.36..9...3.47..4.9.6.33.....2.8....3....9..1.7.....24.....,-0.397453868843756,-1.80657667431794
.2.4...7.45..9..........5...6.9.24..9.1....28......6..6..1.7....15....49372......,-1.10479969734049,-0.381555092669893
1...5.78...6..92...89..3......64..1.6..9.1....4...7.............18...3.29.23..65.,-1.96073901547672,-1.57501434414702
1.38..6....6197.3..8.......5...7321......19..6...2.4......1..2.........9.17569...,-0.878902519849393,-1.6635310321474
..3....9.45........8.235.....5.....1.41..8362.3..2....6.........7.6...48...45.7..,-1.24936083792224,-0.743607495658952
....4.7.5..6.37..2...15...396..21.3..3.....7.2....84...9.........8...91..42.....7,-0.811020008256263,-0.899736238868907
.....4769..6.2.1....9.....22....3.1.53..48...........391......7..78....5.45..96..,-0.840181676147947,-0.780813231067471
.2.9...7.45....9......32....3...............7..8..425.3.25..1....71...8..1..6..92,-0.555962933350334,0.150549987993753
...6...48...2...3...9.....25...9..7.87..13..6......8.163...7.......2.3...4..61...,-0.795761585052794,-0.210450747818575
12.95.........7.3.7.9.....1.6...3..5...5..7.4...2...1.9...82...5.2.....6..8.....9,-1.16663392344315,-0.23063904140971
12....8.7.5.......7.9...6..59.3......4...7..1............26...9.6495..12....4.3.6,-2.69552290246838,-0.284526016130966
..3..67.......2.837..3.562.2.......7....5.21...1...495.6.......51.2.....97.8.1.3.,-2.21029555308857,-2.73679485720082
.2..84....5...781...9..1..5...7..4.1.....83...3.....7.69.4..5....2..3.....4.....8,-2.48573789698979,-0.998915033729251
.....67..4.67.9.8..895.346..3.....9.94.3.58....5..1......1.....51.....4...4.6.2..,-1.0080414660944,-1.23612052345146
1.3..9....5........892..4...47..59.8.3.4.6.....597.......1...4.5.......1..2.6.8.9,-0.732508941922965,-1.33024719719561
...4..........8..27.9.615..6.........12..4..9.....72.1..1..5.9..4..3......8..26.5,-0.867852085534684,0.809908898388701
....8....4.67...1..893.1..4.....91.8.......5.51.....72.6.4.....9.2..6.......276..,-0.881648398175579,-0.385706724056254
..347.9....682...........2.2.....14539......6.4.1.....9.....5....2..8.6.6.....4.7,-0.57844354124436,-0.296601633003849
.23..64.8....87.9......4.61..8........7.4..3.......6.2.7261..5.3.5.9....6........,-2.13023625694563,-1.63866228062903
.2........56..98.....3...54..8.........4.2...2.758....3....12......6...9.7.2.84.1,-0.775600692647919,-0.799992506689593
1.3.7...8.56..9...7....65..2..6......4.95......1.2.39......51.7.7......6.....32..,-1.09220261552916,-1.05152715630342
12.75.....56.1.2.3.........6..17.8...3...91.5.1.8.5...5..2....19..5..6...7......4,-1.07831940681097,-1.61197518887581
1...58.....6.3.8....9......8.12...9.2......6.6......4...7.1...3.1.6927......47..9,-1.37292426255564,-0.492803684946045
1..94.6...5..1.........31....4..6.9.5.82.1.67....8...2..78...4.6......89.9..6....,-0.815070656568109,-1.59764966204946
1.......7....1.3...8.2.3...5.....28..3.4....1....8..343.7..89..6.....4.2.1.749...,-0.788443607334001,-1.51219953532482
.....6..745...9....8.43........8..618.....5...71..5..8.6..1..8......79..2...6.1.3,-1.03848509795992,-1.16441446947181
....69.8.45...3..27..4....6..1...54.6.........9..1.........2...5.47...3...23....7,0.505177893656376,0.52181909140548
..3..5.......8..1......46..27.41.9.5..1.2....3....6..86...5..8.91.........23.7...,-0.926996064911658,-0.443996029944904
.....9...4.6.8...278..1..6.....2...6.....84.15..7.....8....4.5.3..2..9..64.......,-1.41770958977156,0.456862624208136
